"Study","UID","Location","Age","Sex","Trial","Odor","Free"
"Lab","L_1","Clean","Under_50","Female",1,"peppermint","mint"
"Lab","L_1","Clean","Under_50","Female",2,"orange","orange"
"Lab","L_1","Clean","Under_50","Female",3,"fish","old shrimp"
"Lab","L_1","Clean","Under_50","Female",4,"garlic","garlic"
"Lab","L_1","Clean","Under_50","Female",5,"rose","rose"
"Lab","L_1","Smelly","Under_50","Female",1,"fish","fish"
"Lab","L_1","Smelly","Under_50","Female",2,"rose","rose"
"Lab","L_1","Smelly","Under_50","Female",3,"peppermint","peppermint"
"Lab","L_1","Smelly","Under_50","Female",4,"orange","orange"
"Lab","L_1","Smelly","Under_50","Female",5,"garlic","garlic"
"Lab","L_2","Clean","Under_50","Male",1,"orange","citrusy"
"Lab","L_2","Clean","Under_50","Male",2,"fish","savoury"
"Lab","L_2","Clean","Under_50","Male",3,"peppermint","don't know"
"Lab","L_2","Clean","Under_50","Male",4,"rose","shoe polish"
"Lab","L_2","Clean","Under_50","Male",5,"garlic","sharp herby pungeant"
"Lab","L_2","Smelly","Under_50","Male",1,"peppermint","chewing gum"
"Lab","L_2","Smelly","Under_50","Male",2,"fish","musty not nice"
"Lab","L_2","Smelly","Under_50","Male",3,"orange","citrusy"
"Lab","L_2","Smelly","Under_50","Male",4,"garlic","herby pungeant"
"Lab","L_2","Smelly","Under_50","Male",5,"rose","shoe polish"
"Lab","L_3","Clean","Under_50","Female",1,"rose","pleasant familiar can't place it plaster"
"Lab","L_3","Clean","Under_50","Female",2,"fish","fish"
"Lab","L_3","Clean","Under_50","Female",3,"orange","orange citrusy"
"Lab","L_3","Clean","Under_50","Female",4,"garlic","garlic"
"Lab","L_3","Clean","Under_50","Female",5,"peppermint","peppermint tea"
"Lab","L_3","Smelly","Under_50","Female",1,"fish","fish"
"Lab","L_3","Smelly","Under_50","Female",2,"garlic","garlic"
"Lab","L_3","Smelly","Under_50","Female",3,"rose","pleasant fruity familiar"
"Lab","L_3","Smelly","Under_50","Female",4,"peppermint","peppermint"
"Lab","L_3","Smelly","Under_50","Female",5,"orange","orange"
"Lab","L_4","Clean","Under_50","Female",1,"fish","fish"
"Lab","L_4","Clean","Under_50","Female",2,"orange","fruity-tropical"
"Lab","L_4","Clean","Under_50","Female",3,"rose","rose"
"Lab","L_4","Clean","Under_50","Female",4,"garlic","garlic chive onion"
"Lab","L_4","Clean","Under_50","Female",5,"peppermint","peppermint"
"Lab","L_4","Smelly","Under_50","Female",1,"rose","rose"
"Lab","L_4","Smelly","Under_50","Female",2,"garlic","chives onion"
"Lab","L_4","Smelly","Under_50","Female",3,"fish","fish"
"Lab","L_4","Smelly","Under_50","Female",4,"peppermint","peppermint"
"Lab","L_4","Smelly","Under_50","Female",5,"orange","orange"
"Lab","L_5","Clean","50+","Female",1,"garlic","vinegar familiar"
"Lab","L_5","Clean","50+","Female",2,"orange","orange"
"Lab","L_5","Clean","50+","Female",3,"rose","rose petals"
"Lab","L_5","Clean","50+","Female",4,"peppermint","mint"
"Lab","L_5","Clean","50+","Female",5,"fish","fish sauce"
"Lab","L_5","Smelly","50+","Female",1,"orange","orange"
"Lab","L_5","Smelly","50+","Female",2,"garlic","garlic"
"Lab","L_5","Smelly","50+","Female",3,"fish","fish"
"Lab","L_5","Smelly","50+","Female",4,"rose","rose"
"Lab","L_5","Smelly","50+","Female",5,"peppermint","mint"
"Lab","L_6","Clean","Under_50","Male",1,"rose","rose"
"Lab","L_6","Clean","Under_50","Male",2,"orange","citrusy grapefruit"
"Lab","L_6","Clean","Under_50","Male",3,"garlic","garlic unpleasant"
"Lab","L_6","Clean","Under_50","Male",4,"fish","fish"
"Lab","L_6","Clean","Under_50","Male",5,"peppermint","mint peppermint"
"Lab","L_6","Smelly","Under_50","Male",1,"orange","orange"
"Lab","L_6","Smelly","Under_50","Male",2,"fish","fish"
"Lab","L_6","Smelly","Under_50","Male",3,"rose","rose"
"Lab","L_6","Smelly","Under_50","Male",4,"garlic","garlic"
"Lab","L_6","Smelly","Under_50","Male",5,"peppermint","peppermint"
"Lab","L_7","Clean","50+","Male",1,"garlic","garlic"
"Lab","L_7","Clean","50+","Male",2,"fish","fish"
"Lab","L_7","Clean","50+","Male",3,"rose","rose"
"Lab","L_7","Clean","50+","Male",4,"orange","orange"
"Lab","L_7","Clean","50+","Male",5,"peppermint","mint"
"Lab","L_7","Smelly","50+","Male",1,"rose","rose"
"Lab","L_7","Smelly","50+","Male",2,"peppermint","peppermint"
"Lab","L_7","Smelly","50+","Male",3,"garlic","garlic"
"Lab","L_7","Smelly","50+","Male",4,"fish","fish"
"Lab","L_7","Smelly","50+","Male",5,"orange","orange"
"Lab","L_8","Clean","50+","Male",1,"garlic","earthy, not pleasant none"
"Lab","L_8","Clean","50+","Male",2,"fish","fish"
"Lab","L_8","Clean","50+","Male",3,"peppermint","mint"
"Lab","L_8","Clean","50+","Male",4,"orange","lemon"
"Lab","L_8","Clean","50+","Male",5,"rose","none"
"Lab","L_8","Smelly","50+","Male",1,"garlic","garlic"
"Lab","L_8","Smelly","50+","Male",2,"rose","none"
"Lab","L_8","Smelly","50+","Male",3,"orange","none"
"Lab","L_8","Smelly","50+","Male",4,"fish","fish"
"Lab","L_8","Smelly","50+","Male",5,"peppermint","peppermint"
"Lab","L_9","Clean","Under_50","Male",1,"fish","no smell"
"Lab","L_9","Clean","Under_50","Male",2,"garlic","pungent unpleasant"
"Lab","L_9","Clean","Under_50","Male",3,"peppermint","pleasant fruity orangey"
"Lab","L_9","Clean","Under_50","Male",4,"orange","fruit strawberry pineapple"
"Lab","L_9","Clean","Under_50","Male",5,"rose","pleasant flower rose"
"Lab","L_9","Smelly","Under_50","Male",1,"garlic","none"
"Lab","L_9","Smelly","Under_50","Male",2,"peppermint","none"
"Lab","L_9","Smelly","Under_50","Male",3,"fish","unpleasant"
"Lab","L_9","Smelly","Under_50","Male",4,"orange","none"
"Lab","L_9","Smelly","Under_50","Male",5,"rose","fruity"
"Lab","L_10","Clean","Under_50","Male",1,"garlic","onion"
"Lab","L_10","Clean","Under_50","Male",2,"orange","citrus lime/lemon/orange"
"Lab","L_10","Clean","Under_50","Male",3,"peppermint","peppermint"
"Lab","L_10","Clean","Under_50","Male",4,"rose","chemical toilet/air cleaner"
"Lab","L_10","Clean","Under_50","Male",5,"fish","fish thai/dried shrimp"
"Lab","L_10","Smelly","Under_50","Male",1,"peppermint","peppermint"
"Lab","L_10","Smelly","Under_50","Male",2,"orange","lime, orange"
"Lab","L_10","Smelly","Under_50","Male",3,"garlic","garlic"
"Lab","L_10","Smelly","Under_50","Male",4,"fish","thai chinese fish dried shrimp"
"Lab","L_10","Smelly","Under_50","Male",5,"rose","rose horrible air freshener"
"Lab","L_11","Clean","Under_50","Female",1,"garlic","familiar, not sure, abrasive, nicopen"
"Lab","L_11","Clean","Under_50","Female",2,"fish","fish"
"Lab","L_11","Clean","Under_50","Female",3,"peppermint","peppermint, mint"
"Lab","L_11","Clean","Under_50","Female",4,"rose","sweet smell, musk, lifesavers"
"Lab","L_11","Clean","Under_50","Female",5,"orange","orange"
"Lab","L_11","Smelly","Under_50","Female",1,"fish","fishy"
"Lab","L_11","Smelly","Under_50","Female",2,"orange","orange"
"Lab","L_11","Smelly","Under_50","Female",3,"peppermint","peppermint"
"Lab","L_11","Smelly","Under_50","Female",4,"garlic","abrasive sharp pungent"
"Lab","L_11","Smelly","Under_50","Female",5,"rose","rose"
"Lab","L_12","Clean","Under_50","Female",1,"orange","citrusy sweet"
"Lab","L_12","Clean","Under_50","Female",2,"garlic","cheese and onion crisps"
"Lab","L_12","Clean","Under_50","Female",3,"peppermint","don't know, but did smell it"
"Lab","L_12","Clean","Under_50","Female",4,"fish","light scent"
"Lab","L_12","Clean","Under_50","Female",5,"rose","sweet chocolately"
"Lab","L_12","Smelly","Under_50","Female",1,"orange","sweet chocolatey"
"Lab","L_12","Smelly","Under_50","Female",2,"peppermint","not food alcohol-based"
"Lab","L_12","Smelly","Under_50","Female",3,"rose","no smell"
"Lab","L_12","Smelly","Under_50","Female",4,"garlic","cheese and onion"
"Lab","L_12","Smelly","Under_50","Female",5,"fish","no smell"
"Lab","L_13","Clean","Under_50","Female",1,"rose","roses"
"Lab","L_13","Clean","Under_50","Female",2,"garlic","familiar, spice, like in beef jerky, paprika"
"Lab","L_13","Clean","Under_50","Female",3,"fish","fish"
"Lab","L_13","Clean","Under_50","Female",4,"orange","pineapple"
"Lab","L_13","Clean","Under_50","Female",5,"peppermint","peppermint"
"Lab","L_13","Smelly","Under_50","Female",1,"peppermint","peppermint"
"Lab","L_13","Smelly","Under_50","Female",2,"garlic","ham cheese onion"
"Lab","L_13","Smelly","Under_50","Female",3,"rose","rose"
"Lab","L_13","Smelly","Under_50","Female",4,"fish","fish"
"Lab","L_13","Smelly","Under_50","Female",5,"orange","lemon pineapple cherry"
"Lab","L_14","Clean","Under_50","Female",1,"garlic","garlic"
"Lab","L_14","Clean","Under_50","Female",2,"peppermint","mint"
"Lab","L_14","Clean","Under_50","Female",3,"fish","fish"
"Lab","L_14","Clean","Under_50","Female",4,"rose","flowery"
"Lab","L_14","Clean","Under_50","Female",5,"orange","orange"
"Lab","L_14","Smelly","Under_50","Female",1,"garlic","garlic"
"Lab","L_14","Smelly","Under_50","Female",2,"rose","flower"
"Lab","L_14","Smelly","Under_50","Female",3,"orange","sweet"
"Lab","L_14","Smelly","Under_50","Female",4,"peppermint","mint"
"Lab","L_14","Smelly","Under_50","Female",5,"fish","fish"
"Lab","L_15","Clean","Under_50","Female",1,"garlic","garlic"
"Lab","L_15","Clean","Under_50","Female",2,"orange","raspberry"
"Lab","L_15","Clean","Under_50","Female",3,"peppermint","peppermint"
"Lab","L_15","Clean","Under_50","Female",4,"rose","rose"
"Lab","L_15","Clean","Under_50","Female",5,"fish","stinks, BBQ, beans"
"Lab","L_15","Smelly","Under_50","Female",1,"orange","onion"
"Lab","L_15","Smelly","Under_50","Female",2,"rose","rose"
"Lab","L_15","Smelly","Under_50","Female",3,"peppermint","peppermint"
"Lab","L_15","Smelly","Under_50","Female",4,"garlic","garlic"
"Lab","L_15","Smelly","Under_50","Female",5,"fish","onion"
"Lab","L_16","Clean","Under_50","Female",1,"rose","rose"
"Lab","L_16","Clean","Under_50","Female",2,"garlic","garlic"
"Lab","L_16","Clean","Under_50","Female",3,"peppermint","tiger balm stuff"
"Lab","L_16","Clean","Under_50","Female",4,"orange","sauna smell"
"Lab","L_16","Clean","Under_50","Female",5,"fish","poo"
"Lab","L_16","Smelly","Under_50","Female",1,"peppermint","wood"
"Lab","L_16","Smelly","Under_50","Female",2,"orange","no smell"
"Lab","L_16","Smelly","Under_50","Female",3,"rose","rose"
"Lab","L_16","Smelly","Under_50","Female",4,"garlic","garlic"
"Lab","L_16","Smelly","Under_50","Female",5,"fish","fish"
"Lab","L_17","Clean","Under_50","Male",1,"fish","fish food"
"Lab","L_17","Clean","Under_50","Male",2,"orange","sweet fruity"
"Lab","L_17","Clean","Under_50","Male",3,"rose","cleaning products"
"Lab","L_17","Clean","Under_50","Male",4,"garlic","roast beef crisps"
"Lab","L_17","Clean","Under_50","Male",5,"peppermint","mint"
"Lab","L_17","Smelly","Under_50","Male",1,"peppermint","mint"
"Lab","L_17","Smelly","Under_50","Male",2,"garlic","garlic"
"Lab","L_17","Smelly","Under_50","Male",3,"rose","clean"
"Lab","L_17","Smelly","Under_50","Male",4,"orange","orange fruity"
"Lab","L_17","Smelly","Under_50","Male",5,"fish","fishy"
"Lab","L_18","Clean","Under_50","Female",1,"fish","fish food"
"Lab","L_18","Clean","Under_50","Female",2,"peppermint","mint"
"Lab","L_18","Clean","Under_50","Female",3,"rose","rose water"
"Lab","L_18","Clean","Under_50","Female",4,"orange","orange"
"Lab","L_18","Clean","Under_50","Female",5,"garlic","garlic"
"Lab","L_18","Smelly","Under_50","Female",1,"peppermint","peppermint"
"Lab","L_18","Smelly","Under_50","Female",2,"garlic","garlic"
"Lab","L_18","Smelly","Under_50","Female",3,"orange","orange"
"Lab","L_18","Smelly","Under_50","Female",4,"fish","fish food"
"Lab","L_18","Smelly","Under_50","Female",5,"rose","rose petal"
"Lab","L_19","Clean","Under_50","Female",1,"garlic","strange medicine hospital"
"Lab","L_19","Clean","Under_50","Female",2,"rose","familiar, not sure, earthy"
"Lab","L_19","Clean","Under_50","Female",3,"peppermint","peppermint"
"Lab","L_19","Clean","Under_50","Female",4,"orange","fragrant"
"Lab","L_19","Clean","Under_50","Female",5,"fish","fish"
"Lab","L_19","Smelly","Under_50","Female",1,"fish","fish"
"Lab","L_19","Smelly","Under_50","Female",2,"peppermint","peppermint mint"
"Lab","L_19","Smelly","Under_50","Female",3,"rose","none"
"Lab","L_19","Smelly","Under_50","Female",4,"orange","orange and chocolate"
"Lab","L_19","Smelly","Under_50","Female",5,"garlic","none"
"Lab","L_20","Clean","Under_50","Female",1,"peppermint","mint"
"Lab","L_20","Clean","Under_50","Female",2,"orange","fruity"
"Lab","L_20","Clean","Under_50","Female",3,"fish","fish"
"Lab","L_20","Clean","Under_50","Female",4,"rose","rose"
"Lab","L_20","Clean","Under_50","Female",5,"garlic","garlic"
"Lab","L_20","Smelly","Under_50","Female",1,"fish","fish and wood"
"Lab","L_20","Smelly","Under_50","Female",2,"rose","rose flower"
"Lab","L_20","Smelly","Under_50","Female",3,"garlic","garlic"
"Lab","L_20","Smelly","Under_50","Female",4,"peppermint","peppermint"
"Lab","L_20","Smelly","Under_50","Female",5,"orange","none"
"Lab","L_21","Clean","Under_50","Female",1,"fish","woody musky"
"Lab","L_21","Clean","Under_50","Female",2,"garlic","garlicy"
"Lab","L_21","Clean","Under_50","Female",3,"rose","rose"
"Lab","L_21","Clean","Under_50","Female",4,"peppermint","mint"
"Lab","L_21","Clean","Under_50","Female",5,"orange","orange"
"Lab","L_21","Smelly","Under_50","Female",1,"orange","wood"
"Lab","L_21","Smelly","Under_50","Female",2,"rose","rose"
"Lab","L_21","Smelly","Under_50","Female",3,"peppermint","peppermint"
"Lab","L_21","Smelly","Under_50","Female",4,"fish","unpleasant musk"
"Lab","L_21","Smelly","Under_50","Female",5,"garlic","garlic"
"Lab","L_22","Clean","Under_50","Female",1,"orange","citrusy slightly floral orange blossom"
"Lab","L_22","Clean","Under_50","Female",2,"rose","rose"
"Lab","L_22","Clean","Under_50","Female",3,"garlic","garlic"
"Lab","L_22","Clean","Under_50","Female",4,"fish","fish fish oil"
"Lab","L_22","Clean","Under_50","Female",5,"peppermint","mint peppermint"
"Lab","L_22","Smelly","Under_50","Female",1,"fish","fish oil"
"Lab","L_22","Smelly","Under_50","Female",2,"garlic","garlic"
"Lab","L_22","Smelly","Under_50","Female",3,"rose","rose"
"Lab","L_22","Smelly","Under_50","Female",4,"orange","orange coffee"
"Lab","L_22","Smelly","Under_50","Female",5,"peppermint","mint"
"Lab","L_23","Clean","Under_50","Female",1,"fish","fish"
"Lab","L_23","Clean","Under_50","Female",2,"peppermint","mint"
"Lab","L_23","Clean","Under_50","Female",3,"orange","lemon, citrus orange"
"Lab","L_23","Clean","Under_50","Female",4,"garlic","garlic"
"Lab","L_23","Clean","Under_50","Female",5,"rose","air freshener fresh air"
"Lab","L_23","Smelly","Under_50","Female",1,"peppermint","mint"
"Lab","L_23","Smelly","Under_50","Female",2,"orange","citrus"
"Lab","L_23","Smelly","Under_50","Female",3,"fish","fishy"
"Lab","L_23","Smelly","Under_50","Female",4,"garlic","garlic and onion"
"Lab","L_23","Smelly","Under_50","Female",5,"rose","rose"
"Lab","L_24","Clean","Under_50","Male",1,"rose","floral flower with strong smell but not color"
"Lab","L_24","Clean","Under_50","Male",2,"orange","orange"
"Lab","L_24","Clean","Under_50","Male",3,"garlic","garlic"
"Lab","L_24","Clean","Under_50","Male",4,"peppermint","peppermint"
"Lab","L_24","Clean","Under_50","Male",5,"fish","rotting flesh"
"Lab","L_24","Smelly","Under_50","Male",1,"fish","fish"
"Lab","L_24","Smelly","Under_50","Male",2,"garlic","garlic"
"Lab","L_24","Smelly","Under_50","Male",3,"rose","flower"
"Lab","L_24","Smelly","Under_50","Male",4,"orange","orange"
"Lab","L_24","Smelly","Under_50","Male",5,"peppermint","mint"
"Lab","L_25","Clean","Under_50","Female",1,"garlic","strong ammonia"
"Lab","L_25","Clean","Under_50","Female",2,"orange","sweeter"
"Lab","L_25","Clean","Under_50","Female",3,"rose","weak sweet"
"Lab","L_25","Clean","Under_50","Female",4,"fish","fish"
"Lab","L_25","Clean","Under_50","Female",5,"peppermint","peppermint"
"Lab","L_25","Smelly","Under_50","Female",1,"orange","peppermint"
"Lab","L_25","Smelly","Under_50","Female",2,"peppermint","barely can smell weak sweet"
"Lab","L_25","Smelly","Under_50","Female",3,"rose","barely no smell none"
"Lab","L_25","Smelly","Under_50","Female",4,"fish","fish"
"Lab","L_25","Smelly","Under_50","Female",5,"garlic","garlic"
"Lab","L_26","Clean","Under_50","Female",1,"garlic","flowery gross flower"
"Lab","L_26","Clean","Under_50","Female",2,"fish","compost"
"Lab","L_26","Clean","Under_50","Female",3,"peppermint","peppermint"
"Lab","L_26","Clean","Under_50","Female",4,"orange","citrusy"
"Lab","L_26","Clean","Under_50","Female",5,"rose","roses"
"Lab","L_26","Smelly","Under_50","Female",1,"garlic","onion"
"Lab","L_26","Smelly","Under_50","Female",2,"rose","roses flowers"
"Lab","L_26","Smelly","Under_50","Female",3,"fish","fish"
"Lab","L_26","Smelly","Under_50","Female",4,"peppermint","mint"
"Lab","L_26","Smelly","Under_50","Female",5,"orange","citrusy orange"
"Lab","L_27","Clean","Under_50","Female",1,"rose","floral daffodils lavendar"
"Lab","L_27","Clean","Under_50","Female",2,"orange","citrusy"
"Lab","L_27","Clean","Under_50","Female",3,"peppermint","mint"
"Lab","L_27","Clean","Under_50","Female",4,"fish","not very nice not as strong as the other"
"Lab","L_27","Clean","Under_50","Female",5,"garlic","garlic"
"Lab","L_27","Smelly","Under_50","Female",1,"orange","citrus"
"Lab","L_27","Smelly","Under_50","Female",2,"peppermint","mint"
"Lab","L_27","Smelly","Under_50","Female",3,"fish","fish"
"Lab","L_27","Smelly","Under_50","Female",4,"garlic","garlic"
"Lab","L_27","Smelly","Under_50","Female",5,"rose","floral"
"Lab","L_28","Clean","Under_50","Female",1,"peppermint","mint"
"Lab","L_28","Clean","Under_50","Female",2,"rose","rose flowers"
"Lab","L_28","Clean","Under_50","Female",3,"orange","none"
"Lab","L_28","Clean","Under_50","Female",4,"fish","fish"
"Lab","L_28","Clean","Under_50","Female",5,"garlic","garlic"
"Lab","L_28","Smelly","Under_50","Female",1,"rose","rose"
"Lab","L_28","Smelly","Under_50","Female",2,"fish","fish"
"Lab","L_28","Smelly","Under_50","Female",3,"peppermint","mint"
"Lab","L_28","Smelly","Under_50","Female",4,"orange","none"
"Lab","L_28","Smelly","Under_50","Female",5,"garlic","garlic"
"Lab","L_29","Clean","50+","Female",1,"garlic","no idea"
"Lab","L_29","Clean","50+","Female",2,"fish","not too pleasant decaying"
"Lab","L_29","Clean","50+","Female",3,"rose","more pleasant minty fruity"
"Lab","L_29","Clean","50+","Female",4,"peppermint","peppermint"
"Lab","L_29","Clean","50+","Female",5,"orange","faint"
"Lab","L_29","Smelly","50+","Female",1,"fish","pickle onion"
"Lab","L_29","Smelly","50+","Female",2,"rose","no smell"
"Lab","L_29","Smelly","50+","Female",3,"orange","smell but none"
"Lab","L_29","Smelly","50+","Female",4,"peppermint","mint unsure"
"Lab","L_29","Smelly","50+","Female",5,"garlic","no smell"
"Lab","L_30","Clean","Under_50","Male",1,"peppermint","washing up liquid citrus"
"Lab","L_30","Clean","Under_50","Male",2,"orange","lavendar"
"Lab","L_30","Clean","Under_50","Male",3,"rose","flower"
"Lab","L_30","Clean","Under_50","Male",4,"garlic","garlic"
"Lab","L_30","Clean","Under_50","Male",5,"fish","fish"
"Lab","L_30","Smelly","Under_50","Male",1,"peppermint","flower"
"Lab","L_30","Smelly","Under_50","Male",2,"garlic","none"
"Lab","L_30","Smelly","Under_50","Male",3,"rose","lavendar"
"Lab","L_30","Smelly","Under_50","Male",4,"orange","oranges"
"Lab","L_30","Smelly","Under_50","Male",5,"fish","fish"
